iter	MultiClass
480	0.1614681603
481	0.1610037245
482	0.16051936
483	0.1601034626
484	0.1596069756
485	0.1593124119
486	0.1587509356
487	0.1583152074
488	0.1577611056
489	0.1571974057
490	0.156769822
491	0.1563604807
492	0.1559805144
493	0.1555860511
494	0.1551412627
495	0.1548861505
496	0.1544943226
497	0.1541070457
498	0.153765082
499	0.1534471875
500	0.1529359771
501	0.1523278319
502	0.1517949377
503	0.1514074601
504	0.150981323
505	0.150472348
506	0.1502797514
507	0.1497328934
508	0.1493966129
509	0.1489873035
510	0.1485399165
511	0.1481093985
512	0.1477534572
513	0.1474877145
514	0.1470690986
515	0.1468765032
516	0.1464001154
517	0.1459439428
518	0.1453492669
519	0.1449706447
520	0.1447260007
521	0.1444614619
522	0.1441360416
523	0.1438902582
524	0.143414016
525	0.1432109206
526	0.1429420417
527	0.142646792
528	0.1422507643
529	0.1419710806
530	0.1415524493
531	0.1413548725
532	0.1409615725
533	0.1405699375
534	0.1402039573
535	0.1398750549
536	0.1394254662
537	0.1390378567
538	0.1387610001
539	0.138468238
540	0.1379797256
541	0.1376003855
542	0.1372465741
543	0.1369539437
544	0.1365212312
545	0.1363956822
546	0.1359264028
547	0.1357233208
548	0.135360318
549	0.1350697719
550	0.1347291181
551	0.134474
552	0.1341181901
553	0.1338011228
554	0.1332474861
555	0.1329039122
556	0.132647389
557	0.1323094373
558	0.1320267153
559	0.1316718126
560	0.1314190431
561	0.1310886908
562	0.1307845334
563	0.130524732
564	0.1302865973
565	0.1299574844
566	0.1295755784
567	0.1292029217
568	0.1289677814
569	0.1286654327
570	0.1283145473
571	0.1279291831
572	0.1274982546
573	0.127325551
574	0.1270185196
575	0.12671048
576	0.1264050292
577	0.1261195228
578	0.1257750268
579	0.1254951299
580	0.125206286
581	0.1250202607
582	0.1246248178
583	0.1242313089
584	0.1239411284
585	0.123630661
586	0.1233215905
587	0.1230513793
588	0.1227686141
589	0.1224228329
590	0.1222523208
591	0.1220035799
592	0.1218373715
593	0.1215526422
594	0.1212740652
595	0.1210329066
596	0.1206915037
597	0.1203939346
598	0.1202380962
599	0.1200718815
600	0.1199361183
601	0.1196164781
602	0.1193870148
603	0.1192161358
604	0.1189535297
605	0.1186520419
606	0.1184074571
607	0.118233309
608	0.1179947553
609	0.1177177904
610	0.1174744702
611	0.1171859783
612	0.116925756
613	0.1166919248
614	0.1163759102
615	0.1160821887
616	0.1158816268
617	0.1156344387
618	0.1153175132
619	0.1150392395
620	0.1147159469
621	0.1144866234
622	0.1141775055
623	0.1138981534
624	0.1137157038
625	0.1134610679
626	0.113242651
627	0.1129850368
628	0.1127355516
629	0.1124377002
630	0.1122036971
631	0.1119624957
632	0.1117436297
633	0.1115724898
634	0.1113931249
635	0.1111545576
636	0.1109393313
637	0.1107040728
638	0.110528105
639	0.1102841472
640	0.1100633827
641	0.1098232384
642	0.1096205015
643	0.1094627114
644	0.1091529896
645	0.1089099764
646	0.1087107652
647	0.1084804075
648	0.1082496282
649	0.108112535
650	0.107941275
651	0.1076748543
652	0.107401063
653	0.1071852153
654	0.1069251981
655	0.106711973
656	0.1065153801
657	0.1063204485
658	0.1060785986
659	0.1057975383
660	0.1055976345
661	0.1053905915
662	0.1051431596
663	0.1049504345
664	0.1047926798
665	0.1046657697
666	0.1044417206
667	0.1041957073
668	0.104073559
669	0.1038740598
670	0.1035956235
671	0.1034675976
672	0.1032650644
673	0.1030186698
674	0.1027824697
675	0.1026036997
676	0.1024280291
677	0.1022445254
678	0.1019354675
679	0.1017257862
680	0.1015179351
681	0.1012970082
682	0.1011577845
683	0.1009404489
684	0.1007684097
685	0.1006002883
686	0.1004205795
687	0.1001871811
688	0.09995940372
689	0.09972685548
690	0.09953882957
691	0.09933856624
692	0.09914365887
693	0.09896870621
694	0.0987692977
695	0.0986192059
696	0.09841385783
697	0.09822793526
698	0.09799418121
699	0.09779583354
700	0.09764697305
701	0.09737571307
702	0.097157791
703	0.09709874071
704	0.0969483406
705	0.09675754193
706	0.0965225488
707	0.09634265821
708	0.09619917348
709	0.09613732869
710	0.09601871622
711	0.09588045392
712	0.09567160832
713	0.09551932913
714	0.09535227466
715	0.09514346028
716	0.09492039991
717	0.09476585401
718	0.09461178169
719	0.09446664454
720	0.09438515598
721	0.09422455274
722	0.09409846323
723	0.09395925235
724	0.0938301892
725	0.09365399017
726	0.09345568607
727	0.0932727471
728	0.09314928
729	0.09298368869
730	0.09282742355
731	0.09268527236
732	0.09247499532
733	0.09228819416
734	0.09211028141
735	0.09198034196
736	0.0917594854
737	0.09159978135
738	0.09144608206
739	0.09121279084
740	0.09108164325
741	0.09089884834
742	0.0906912807
743	0.09055550991
744	0.0903740024
745	0.09018960788
746	0.0900582562
747	0.0898954694
748	0.08971990285
749	0.08948470797
750	0.08931297812
751	0.08911580596
752	0.08892327141
753	0.08880352105
754	0.08872931028
755	0.08856573733
756	0.0883680426
757	0.08823549397
758	0.08811423859
759	0.08797311281
760	0.08779098851
761	0.08764540131
762	0.08753311923
763	0.08737258957
764	0.08721753033
765	0.08702036136
766	0.08685046623
767	0.08668159888
768	0.08652959352
769	0.08634086178
770	0.08623282656
771	0.0861221772
772	0.08597280749
773	0.08579293416
774	0.08568754583
775	0.08553052657
776	0.08538528855
777	0.0851935301
778	0.08505635329
779	0.0848943943
780	0.08472715856
781	0.08458776477
782	0.08446945436
783	0.08431680717
784	0.08421111993
785	0.08411484379
786	0.08402465584
787	0.08387172001
788	0.08371359793
789	0.08355739968
790	0.08339098991
791	0.08317585581
792	0.0830056177
793	0.08284584207
794	0.08268524603
795	0.08252886309
796	0.08239225325
797	0.08228815661
798	0.08216295235
799	0.08202751517
800	0.08191283617
801	0.08177478949
802	0.08165479963
803	0.08151871278
804	0.08133357966
805	0.08121675465
806	0.08107562088
807	0.0809420565
808	0.08079919
809	0.08064235203
810	0.08052693379
811	0.08034092853
812	0.08021922926
813	0.08006900305
814	0.07990688606
815	0.07977543196
816	0.07964788982
817	0.07954580953
818	0.0794239809
819	0.07928303842
820	0.07916875347
821	0.07906689215
822	0.07887225251
823	0.07876148796
824	0.07865424864
825	0.07849403063
826	0.07834550989
827	0.07819594447
828	0.07803793932
829	0.07794548576
830	0.07778896246
831	0.07773397584
832	0.07759628658
833	0.07744137007
834	0.07734963248
835	0.07724774184
836	0.07716265055
837	0.07705373317
838	0.07689211479
839	0.07675041624
840	0.07662722615
841	0.07656269584
842	0.07646460347
843	0.0763513972
844	0.07622718626
845	0.07608423033
846	0.07594072229
847	0.07576992911
848	0.0757073252
849	0.07560040716
850	0.07550578916
851	0.07538499007
852	0.07525725149
853	0.07513992606
854	0.07503750521
855	0.07488682742
856	0.07475896801
857	0.07464145255
858	0.07453479147
859	0.07444833389
860	0.07430946998
861	0.07419686028
862	0.07410618
863	0.07397317483
864	0.07385679908
865	0.0737297767
866	0.07364004784
867	0.07355190038
868	0.07346769135
869	0.07336123183
870	0.07328619911
871	0.07325263214
872	0.07313043475
873	0.07302676288
874	0.07290305631
875	0.07279255705
876	0.07266752531
877	0.0725903819
878	0.07246861567
879	0.07236847837
880	0.07222968017
881	0.07209860554
882	0.07198423788
883	0.07185952827
884	0.07174861372
885	0.07168404373
886	0.07156907466
887	0.07145268611
888	0.0713510898
889	0.07123384532
890	0.07111057354
891	0.07099823185
892	0.07087556028
893	0.07076069016
894	0.07064445942
895	0.07052864025
896	0.07043344105
897	0.07030063442
898	0.07021216263
899	0.07011362663
900	0.06998275062
901	0.06990466386
902	0.06979564992
903	0.06972366042
904	0.06961427065
905	0.06955273388
906	0.06940854982
907	0.06932790408
908	0.06925643088
909	0.06919109737
910	0.0691044178
911	0.06899077768
912	0.06890434534
913	0.06878043619
914	0.06867173609
915	0.06857795459
916	0.06843032146
917	0.06833950232
918	0.06821998546
919	0.06812444188
920	0.06802934146
921	0.06790366426
922	0.06780793571
923	0.06769051726
924	0.06757270881
925	0.06744937645
926	0.06734904886
927	0.06728049266
928	0.06715557254
929	0.06706079332
930	0.06693964692
931	0.06682083504
932	0.06674044918
933	0.06663892388
934	0.06657217998
935	0.06646094141
936	0.06633277791
937	0.06625040848
938	0.0661873161
939	0.06604475905
940	0.06596206296
941	0.06582610374
942	0.06572357151
943	0.06560071983
944	0.06547329133
945	0.06537986361
946	0.065322743
947	0.06519288138
948	0.06510636294
949	0.06499432575
950	0.06489261786
951	0.0647860346
952	0.06470461053
953	0.06462981768
954	0.06448715982
955	0.06436208927
956	0.06425094274
957	0.0641621069
958	0.06404132849
959	0.06395363435
960	0.0638851301
961	0.0637637166
962	0.06368567072
963	0.06362522324
964	0.06358024534
965	0.06347764424
966	0.06337344192
967	0.06327060192
968	0.06320150504
969	0.06310595936
970	0.06301326781
971	0.06290489062
972	0.06278921625
973	0.06267912182
974	0.06258196211
975	0.06248796349
976	0.06241592747
977	0.06234810277
978	0.06229507992
979	0.06221509582
980	0.06215435972
981	0.06206685111
982	0.06201028688
983	0.06194482055
984	0.06190718732
985	0.0618611937
986	0.06177428586
987	0.06167967071
988	0.06162281096
989	0.06153596944
990	0.06145726106
991	0.06136586995
992	0.06126328809
993	0.06117892732
994	0.06110783138
995	0.06103023197
996	0.06095041585
997	0.06088251604
998	0.06077805412
999	0.06071582532
